Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
81;5400152621;"Sustainability Science";journal;"18624065, 18624057";"Springer";No;No;1,554;Q1;109;194;490;15973;3187;463;5,96;82,34;47,66;15;Japan;Asiatic Region;"Springer";"2006-2026";"Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Health (social science) (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Sociology and Political Science (Q1)";"Environmental Science; Social Sciences"
82;28011;"Security Studies";journal;"15561852, 09636412";"Routledge";No;No;1,552;Q1;70;30;114;1580;273;78;2,08;52,67;25,58;1;United Kingdom;Western Europe;"Routledge";"1991-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
83;11700154366;"Journal of Leadership and Organizational Studies";journal;"19397089, 15480518";"SAGE Publications Inc.";No;No;1,539;Q1;74;24;81;2180;662;74;8,02;90,83;39,06;1;United States;Northern America;"SAGE Publications Inc.";"1996-1999, 2003, 2008-2026";"Business and International Management (Q1); Management Science and Operations Research (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
84;14000156253;"Regulation and Governance";journal;"17485983, 17485991";"Wiley-Blackwell Publishing Ltd";No;No;1,536;Q1;70;158;212;13310;1385;211;6,67;84,24;37,61;10;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2026";"Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
85;14946;"Group Processes and Intergroup Relations";journal;"14617188, 13684302";"SAGE Publications Ltd";No;No;1,527;Q1;102;74;291;5388;1320;289;3,57;72,81;48,44;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1998-2026";"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Psychology; Social Sciences"
86;5700162364;"Journal of European Integration";journal;"07036337, 14772280";"Routledge";No;No;1,503;Q1;62;94;198;6118;947;196;4,83;65,09;45,03;8;United Kingdom;Western Europe;"Routledge";"1977-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
87;29561;"Journals of Gerontology - Series B Psychological Sciences and Social Sciences";journal;"10795014, 17585368";"Gerontological Society of America";No;No;1,503;Q1;193;246;717;12099;3080;705;3,73;49,18;55,39;2;United States;Northern America;"Gerontological Society of America";"1995-2026";"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Medicine; Nursing; Psychology; Social Sciences"
88;18090;"Sociological Methodology";journal;"14679531, 00811750";"SAGE Publications Ltd";No;No;1,500;Q1;70;13;37;734;144;37;3,73;56,46;52,63;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-1990, 1993, 1996-2026";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
89;23439;"Politics and Society";journal;"00323292, 15527514";"SAGE Publications Inc.";No;No;1,482;Q1;89;22;64;1257;325;59;3,37;57,14;30,95;2;United States;Northern America;"SAGE Publications Inc.";"1970-1990, 1992-2026";"Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Social Sciences"
90;13854;"Housing Studies";journal;"14661810, 02673037";"Routledge";No;No;1,476;Q1;99;177;315;12198;1691;308;4,85;68,92;55,98;19;United Kingdom;Western Europe;"Routledge";"1986-2026";"Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Environmental Science; Social Sciences"
91;21100788289;"Mobile Media and Communication";journal;"20501579, 20501587";"SAGE Publications Ltd";No;No;1,467;Q1;51;42;113;2441;497;91;2,58;58,12;55,77;0;United States;Northern America;"SAGE Publications Ltd";"2013-2026";"Communication (Q1); Computer Networks and Communications (Q1); Cultural Studies (Q1); Media Technology (Q1); Sociology and Political Science (Q1)";"Computer Science; Engineering; Social Sciences"
92;21100865122;"Research and Politics";journal;"20531680";"SAGE Publications Ltd";Yes;No;1,467;Q1;36;221;112;1533;363;111;2,97;6,94;33,08;67;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2026";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
93;17530;"Social Forces";journal;"15347605, 00377732";"Oxford University Press";No;No;1,463;Q1;167;75;219;5397;839;218;3,42;71,96;41,84;4;United Kingdom;Western Europe;"Oxford University Press";"1925-2026";"Anthropology (Q1); History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
94;300147001;"European Journal of Social Theory";journal;"13684310, 14617137";"SAGE Publications Ltd";No;No;1,446;Q1;81;47;112;3242;450;103;2,78;68,98;30,65;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1998-2026";"Sociology and Political Science (Q1)";"Social Sciences"
95;5700168564;"Policy and Society";journal;"18393373, 14494035";"Oxford University Press";Yes;No;1,442;Q1;70;37;105;2572;793;104;5,31;69,51;43,66;7;United Kingdom;Western Europe;"Oxford University Press";"2002-2003, 2008-2026";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
96;5700161512;"Journal of Consumer Culture";journal;"14695405, 17412900";"SAGE Publications Ltd";No;No;1,430;Q1;75;29;126;1895;570;126;4,08;65,34;52,94;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2026";"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Psychology; Social Sciences"
97;25561;"Futures";journal;"00163287";"Elsevier Ltd";No;No;1,426;Q1;114;127;419;9306;2338;414;5,19;73,28;45,34;3;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2026";"Business and International Management (Q1); Development (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
98;5700166813;"Journal of Chinese Political Science";journal;"10806954, 18746357";"Springer Netherlands";No;No;1,415;Q1;36;37;89;2924;520;88;6,88;79,03;41,27;1;Netherlands;Western Europe;"Springer Netherlands";"1995-1997, 2003, 2008-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
99;21100887502;"Journal of Open Innovation: Technology, Market, and Complexity";journal;"21998531";"Elsevier B.V.";Yes;No;1,397;Q1;80;254;638;23097;7403;637;11,31;90,93;32,12;2;Switzerland;Western Europe;"Elsevier B.V.";"2015-2026";"Development (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
100;21100869398;"Work, Aging and Retirement";journal;"20544650";"Oxford University Press";No;No;1,396;Q1;45;27;97;2114;411;87;4,11;78,30;64,04;3;United States;Northern America;"Oxford University Press";"2015-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Geriatrics and Gerontology (Q1); Industrial Relations (Q1); Life-span and Life-course Studies (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Medicine; Social Sciences"
101;5800185422;"Theory and Research in Social Education";journal;"00933104, 21631654";"Taylor and Francis Ltd.";No;No;1,389;Q1;58;28;60;2684;251;60;3,65;95,86;51,43;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
102;5600152888;"Journal of Genocide Research";journal;"14623528, 14699494";"Taylor and Francis Ltd.";No;No;1,382;Q1;42;72;104;4186;389;93;4,27;58,14;43,02;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1999-2026";"History (Q1); Law (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
103;28611;"Geoforum";journal;"00167185";"Elsevier B.V.";No;No;1,378;Q1;158;233;596;19878;2773;573;4,31;85,31;52,05;4;United Kingdom;Western Europe;"Elsevier B.V.";"1970-2026";"Sociology and Political Science (Q1)";"Social Sciences"
104;19634;"Crime and Justice";book series;"21530416, 01923234";"University of Chicago Press";No;No;1,374;Q1;58;10;31;1535;128;28;3,40;153,50;18,75;0;United States;Northern America;"University of Chicago Press";"2004-2026";"Sociology and Political Science (Q1)";"Social Sciences"
105;26796;"Socio-Economic Review";journal;"14751461";"Oxford University Press";No;No;1,372;Q1;86;87;245;6677;969;237;3,72;76,75;36,57;10;United Kingdom;Western Europe;"Oxford University Press";"2003, 2005-2025";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Social Sciences"
106;17497;"British Journal of Sociology";journal;"00071315, 14684446";"Wiley-Blackwell Publishing Ltd";No;No;1,365;Q1;124;106;170;6246;713;161;3,21;58,92;46,80;7;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1965-1977, 1979-1984, 1987-2026";"Sociology and Political Science (Q1)";"Social Sciences"
107;22786;"Policy Studies Journal";journal;"0190292X, 15410072";"Wiley-Blackwell Publishing Ltd";No;No;1,363;Q1;102;122;130;8871;720;118;5,20;72,71;42,26;7;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1972-2026";"Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)";"Environmental Science; Social Sciences"
108;25833;"International Political Science Review";journal;"01925121, 1460373X";"SAGE Publications Ltd";No;No;1,344;Q1;76;80;131;4051;569;127;3,85;50,64;38,26;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1980-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
109;24829;"Journal of Political Philosophy";journal;"14679760, 09638016";"Wiley-Blackwell Publishing Ltd";No;No;1,336;Q1;87;0;54;0;220;42;2,60;0,00;0,00;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2024";"Philosophy (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
110;29102;"Health and Place";journal;"18732054, 13538292";"Elsevier Ltd";No;No;1,328;Q1;153;183;525;11449;2617;522;4,43;62,56;61,82;3;United Kingdom;Western Europe;"Elsevier Ltd";"1995-2026";"Geography, Planning and Development (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
111;28523;"Terrorism and Political Violence";journal;"15561836, 09546553";"Routledge";No;No;1,328;Q1;70;145;228;11641;867;227;3,16;80,28;40,06;16;United Kingdom;Western Europe;"Routledge";"1989-2026";"Political Science and International Relations (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Sociology and Political Science (Q1)";"Engineering; Social Sciences"
112;13448;"Comparative Politics";journal;"00104159, 21516227";"City University of New York";No;No;1,324;Q1;83;23;81;2410;211;81;2,18;104,78;41,86;0;United States;Northern America;"City University of New York";"1978, 1987-1989, 1996-2026";"Sociology and Political Science (Q1)";"Social Sciences"
113;21101162821;"Global Studies Quarterly";journal;"26343797";"Oxford University Press";Yes;No;1,320;Q1;19;121;243;9568;898;242;3,42;79,07;50,00;1;United Kingdom;Western Europe;"Oxford University Press";"2021-2026";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)";"Social Sciences"
114;22915;"Journal of Economic Psychology";journal;"01674870";"Elsevier B.V.";No;No;1,316;Q1;131;32;171;1734;447;166;2,46;54,19;29,49;0;Netherlands;Western Europe;"Elsevier B.V.";"1981-2026";"Applied Psychology (Q1); Economics and Econometrics (Q1); Sociology and Political Science (Q1)";"Economics, Econometrics and Finance; Psychology; Social Sciences"
115;15382;"Journal of Applied Behavior Analysis";journal;"19383703, 00218855";"Wiley-Blackwell";No;No;1,313;Q1;96;63;210;3042;688;199;3,22;48,29;63,04;1;United States;Northern America;"Wiley-Blackwell";"1968-2026";"Applied Psychology (Q1); Philosophy (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Psychology; Social Sciences"
116;5600155551;"International Political Sociology";journal;"17495687, 17495679";"Oxford University Press";No;No;1,290;Q1;64;42;104;3687;365;101;3,31;87,79;50,00;2;United Kingdom;Western Europe;"Oxford University Press";"2008-2026";"Sociology and Political Science (Q1)";"Social Sciences"
117;22223;"Forest Policy and Economics";journal;"13899341";"Elsevier B.V.";No;No;1,285;Q1;97;212;446;16360;2390;407;5,27;77,17;39,37;7;Netherlands;Western Europe;"Elsevier B.V.";"2000-2026";"Economics and Econometrics (Q1); Forestry (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Environmental Science; Social Sciences"
118;22773;"Policy Sciences";journal;"00322687, 15730891";"Springer Netherlands";No;No;1,273;Q1;85;38;110;2811;603;101;4,92;73,97;46,46;2;Netherlands;Western Europe;"Springer Netherlands";"1970-2026";"Development (Q1); Management, Monitoring, Policy and Law (Q1); Public Administration (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Environmental Science; Social Sciences"
119;26441;"Social Science Research";journal;"10960317, 0049089X";"Academic Press Inc.";No;No;1,271;Q1;124;102;274;7588;1179;274;3,86;74,39;38,50;3;United States;Northern America;"Academic Press Inc.";"1972-2026";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
120;13344;"Social Psychology of Education";journal;"15731928, 13812890";"Springer Netherlands";No;No;1,256;Q1;76;202;269;15034;1313;269;4,14;74,43;61,67;2;Netherlands;Western Europe;"Springer Netherlands";"1996-2026";"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
121;19700181316;"Journal of Public Relations Research";journal;"1062726X, 1532754X";"Routledge";No;No;1,255;Q1;73;38;65;2731;425;60;5,86;71,87;53,25;0;United Kingdom;Western Europe;"Routledge";"1992-1995, 2004, 2007-2026";"Public Administration (Q1); Sociology and Political Science (Q1)";"Social Sciences"
122;21100779233;"Journal of Racial and Ethnic Health Disparities";journal;"21968837, 21973792";"Springer Science and Business Media Deutschland GmbH";No;No;1,255;Q1;64;850;875;44977;3417;875;3,57;52,91;62,01;6;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2026";"Anthropology (Q1); Health Policy (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)";"Medicine; Social Sciences"
123;17449;"Science Communication";journal;"15528545, 10755470";"SAGE Publications Inc.";No;No;1,255;Q1;87;70;99;4545;534;80;3,84;64,93;52,32;1;United States;Northern America;"SAGE Publications Inc.";"1979-2026";"Sociology and Political Science (Q1)";"Social Sciences"
124;77191;"Early Childhood Research Quarterly";journal;"08852006";"Elsevier Ltd";No;No;1,252;Q1;135;110;362;7797;1412;353;3,54;70,88;74,88;4;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2026";"Developmental and Educational Psychology (Q1); Education (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
125;28082;"South European Society and Politics";journal;"13608746, 17439612";"Routledge";No;No;1,241;Q1;61;40;64;2643;306;60;2,39;66,08;46,15;0;United Kingdom;Western Europe;"Routledge";"1996-2026";"Sociology and Political Science (Q1)";"Social Sciences"
126;18062;"Sociologia Ruralis";journal;"14679523, 00380199";"Wiley-Blackwell Publishing Ltd";No;No;1,231;Q1;110;25;120;1704;596;116;4,31;68,16;52,46;1;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1960, 1962-2026";"Sociology and Political Science (Q1)";"Social Sciences"
127;22751;"Journal of Economic Inequality";journal;"15691721, 15738701";"Springer Netherlands";No;No;1,228;Q1;54;79;120;4664;377;120;2,56;59,04;33,51;8;Netherlands;Western Europe;"Springer Netherlands";"2003-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
